School,Gender,Age,Residence,MomEdu,DadEdu,MomJob,DadJob,TravelTime,StudyTime,PastFails,SchoolSup,FamilySup,PaidSup,Activities,Internet,Romantic,FamilyRel,FreeTime,GoingOut,Health,Absences,T1,T2,T3
SchoolA,Female,16,Rural,2,2,CivilService,CivilService,2,4,0,No,Yes,Yes,Yes,Yes,No,5,3,5,5,6,10,10,11
SchoolA,Female,17,Urban,3,4,AtHome,CivilService,1,3,1,No,Yes,Yes,No,Yes,Yes,4,4,3,5,28,10,9,9
SchoolA,Female,16,Urban,3,1,CivilService,Other,1,2,3,No,Yes,Yes,No,Yes,No,2,3,3,4,5,7,7,7
SchoolA,Female,16,Urban,4,3,Teacher,Other,1,2,0,No,No,Yes,Yes,Yes,Yes,1,3,2,1,10,11,12,13
SchoolA,Female,16,Urban,1,1,AtHome,Other,2,1,0,No,Yes,Yes,No,No,No,4,3,2,5,6,9,9,10
SchoolA,Female,17,Rural,4,3,Teacher,Other,2,3,0,No,Yes,Yes,Yes,Yes,Yes,4,4,2,4,6,7,7,7
SchoolA,Female,19,Urban,3,3,Other,Other,1,4,0,No,Yes,Yes,Yes,Yes,No,4,3,3,3,10,8,8,8
SchoolA,Male,17,Urban,4,4,CivilService,Other,1,2,0,No,Yes,Yes,No,Yes,Yes,5,3,5,3,13,12,12,13
SchoolA,Female,16,Urban,2,2,Other,Other,1,2,0,Yes,Yes,Yes,No,Yes,No,3,3,4,4,0,12,13,14
SchoolA,Male,18,Urban,2,2,CivilService,Other,1,2,1,No,Yes,Yes,Yes,Yes,No,4,4,4,5,15,6,7,8
SchoolA,Female,17,Rural,4,4,CivilService,Other,1,1,0,No,Yes,Yes,No,No,No,5,2,1,3,12,8,10,10
SchoolA,Female,17,Urban,3,2,Other,Other,2,2,0,No,No,Yes,No,Yes,No,4,4,4,1,2,14,15,15
SchoolA,Female,17,Urban,4,3,Other,Other,1,2,2,No,No,Yes,No,Yes,Yes,3,4,5,1,22,6,6,4
SchoolA,Male,18,Urban,3,3,CivilService,HealthCare,1,2,1,No,Yes,Yes,No,Yes,No,3,2,4,4,13,6,6,8
SchoolA,Female,17,Urban,2,3,AtHome,Other,2,1,0,No,Yes,Yes,No,No,No,3,3,3,3,3,7,7,8
SchoolA,Female,17,Urban,2,2,AtHome,AtHome,1,3,0,No,Yes,Yes,Yes,Yes,No,4,3,3,4,4,9,10,10
SchoolA,Female,17,Rural,2,1,AtHome,CivilService,2,2,0,No,Yes,No,Yes,Yes,No,4,2,5,5,2,6,6,6
SchoolA,Female,17,Urban,1,1,AtHome,Other,1,3,1,No,Yes,No,Yes,No,Yes,4,3,4,5,0,6,5,0
SchoolA,Female,16,Urban,2,3,CivilService,Teacher,1,2,0,Yes,No,No,No,Yes,No,2,3,1,3,2,16,16,17
SchoolA,Male,18,Urban,2,2,Other,Other,2,2,0,No,Yes,Yes,No,Yes,No,3,3,3,4,0,12,13,13
SchoolA,Female,16,Urban,4,4,Teacher,CivilService,1,3,0,No,Yes,No,Yes,Yes,No,5,3,2,5,0,13,13,14
SchoolA,Female,18,Rural,3,1,Other,Other,1,2,1,No,No,No,Yes,Yes,Yes,5,3,3,4,16,9,8,7
SchoolA,Female,17,Urban,3,2,Other,Other,1,2,0,No,No,No,Yes,Yes,No,5,3,4,3,10,16,15,15
SchoolA,Male,17,Urban,2,3,CivilService,CivilService,1,2,0,No,Yes,Yes,No,Yes,No,5,3,3,3,2,12,11,12
SchoolA,Male,18,Urban,2,1,AtHome,Other,4,2,0,Yes,Yes,Yes,Yes,Yes,Yes,4,3,2,3,14,10,8,9
SchoolA,Female,17,Urban,2,1,Other,Other,2,3,0,No,No,No,Yes,Yes,Yes,3,2,3,3,10,12,10,12
SchoolA,Female,17,Urban,4,3,HealthCare,Other,1,2,0,No,No,No,Yes,Yes,Yes,3,2,3,3,14,13,13,14
SchoolA,Male,17,Rural,2,2,Other,Other,2,2,0,No,Yes,Yes,Yes,Yes,No,4,5,2,1,4,11,11,11
SchoolA,Male,17,Urban,4,4,Teacher,Teacher,1,2,0,Yes,Yes,No,Yes,Yes,Yes,4,5,5,2,14,11,9,9
SchoolA,Male,16,Urban,4,4,HealthCare,Other,1,2,0,No,Yes,Yes,Yes,Yes,No,4,2,4,1,2,14,13,13
SchoolA,Male,16,Urban,1,1,Other,Other,2,2,0,No,Yes,Yes,No,Yes,No,3,4,2,5,18,9,7,6
SchoolA,Male,16,Urban,3,2,AtHome,Other,2,3,0,No,No,No,Yes,Yes,Yes,5,3,3,2,10,11,9,10
SchoolA,Male,17,Urban,2,2,Other,Other,1,2,0,No,No,Yes,Yes,Yes,Yes,4,4,2,4,4,14,13,13
SchoolA,Female,16,Urban,2,1,Other,Other,1,1,0,No,No,No,No,Yes,Yes,4,5,2,5,20,13,12,12
SchoolA,Female,17,Rural,2,1,AtHome,CivilService,3,2,0,No,No,No,Yes,No,No,2,1,1,3,2,13,11,11
SchoolA,Male,18,Urban,2,2,Other,CivilService,1,2,1,No,No,No,No,Yes,No,5,5,4,2,0,7,7,0
SchoolA,Male,17,Urban,4,3,HealthCare,Other,2,2,0,No,No,No,Yes,Yes,Yes,2,5,5,5,14,12,12,12
SchoolA,Male,17,Rural,4,4,Teacher,Other,2,2,0,No,Yes,Yes,No,Yes,No,3,3,3,4,2,10,11,12
SchoolA,Male,16,Urban,4,3,Teacher,Other,1,1,0,No,No,No,Yes,Yes,No,5,4,5,3,0,6,0,0
SchoolA,Male,16,Urban,4,4,CivilService,CivilService,1,1,0,No,No,No,Yes,Yes,No,5,3,2,5,0,13,12,12
SchoolA,Female,18,Urban,2,1,Other,Other,2,3,0,No,Yes,Yes,No,Yes,Yes,4,4,4,3,0,7,0,0
SchoolA,Male,16,Urban,2,1,Other,Other,3,1,0,No,No,No,No,Yes,No,4,3,3,4,6,18,18,18
SchoolA,Male,17,Urban,2,3,Other,Other,2,1,0,No,No,No,No,Yes,No,5,2,2,2,4,12,12,13
SchoolA,Male,22,Urban,3,1,CivilService,CivilService,1,1,3,No,No,No,No,Yes,Yes,5,4,5,1,16,6,8,8
SchoolA,Male,18,Rural,3,3,Other,CivilService,1,2,1,No,Yes,No,No,Yes,Yes,4,3,3,5,8,3,5,5
SchoolA,Male,16,Urban,0,2,Other,Other,1,1,0,No,No,Yes,No,Yes,No,4,3,2,5,0,13,15,15
SchoolA,Male,18,Urban,3,2,CivilService,Other,2,1,1,No,No,No,No,Yes,No,4,4,5,5,0,6,8,8
SchoolA,Male,16,Urban,3,3,AtHome,Other,3,2,0,Yes,Yes,No,No,Yes,No,5,3,3,2,6,7,10,10
SchoolA,Male,18,Urban,2,1,CivilService,CivilService,1,1,1,No,No,No,No,Yes,No,3,2,5,5,4,6,9,8
SchoolA,Male,16,Rural,2,1,Other,Other,2,1,0,No,No,No,Yes,No,No,3,3,2,3,0,8,9,8
SchoolA,Male,17,Rural,2,1,Other,Other,1,1,0,No,No,No,No,Yes,No,4,4,2,5,0,8,12,12
SchoolA,Male,17,Urban,1,1,HealthCare,Other,2,1,1,No,Yes,No,Yes,Yes,No,4,4,4,5,2,7,9,8
SchoolA,Female,17,Urban,4,2,Teacher,CivilService,1,4,0,No,Yes,Yes,Yes,Yes,No,4,2,3,4,6,14,12,13
SchoolA,Male,19,Urban,4,3,CivilService,AtHome,1,2,0,No,Yes,No,No,Yes,No,4,3,1,1,12,11,11,11
SchoolA,Male,18,Urban,2,1,Other,Other,1,2,0,No,No,No,Yes,Yes,No,5,2,4,4,8,15,14,14
SchoolA,Female,17,Urban,2,2,CivilService,CivilService,1,4,0,No,No,Yes,Yes,Yes,Yes,3,4,1,2,0,10,9,0
SchoolA,Female,18,Urban,4,3,CivilService,Other,1,2,0,No,Yes,Yes,No,Yes,Yes,3,1,2,2,21,17,18,18
SchoolA,Male,18,Urban,4,3,Teacher,Other,1,2,0,No,Yes,Yes,No,Yes,No,4,3,2,3,2,8,8,8
SchoolA,Male,18,Rural,3,2,Other,Other,1,3,0,No,No,No,Yes,No,No,5,3,2,3,1,13,12,12
SchoolA,Female,17,Urban,3,3,Other,Other,1,3,0,No,No,No,Yes,No,No,3,2,3,4,4,10,9,9
SchoolA,Female,18,Urban,2,2,AtHome,CivilService,1,3,0,No,Yes,Yes,Yes,Yes,Yes,4,3,3,3,0,9,10,0
SchoolA,Male,18,Rural,3,4,Other,Other,2,2,0,No,Yes,Yes,Yes,Yes,No,4,2,5,1,13,17,17,17
SchoolA,Male,17,Urban,3,1,CivilService,Other,1,2,0,No,No,Yes,Yes,Yes,Yes,5,4,4,5,2,9,9,10
SchoolA,Female,18,Rural,4,4,Teacher,Other,2,2,0,No,No,Yes,Yes,Yes,No,4,3,4,4,8,12,10,11
SchoolA,Male,18,Urban,4,2,HealthCare,Other,1,2,0,No,Yes,Yes,Yes,Yes,Yes,5,4,5,5,10,10,9,10
SchoolA,Female,18,Rural,2,1,Other,Other,2,2,0,No,Yes,No,No,Yes,Yes,4,3,5,3,0,6,0,0
SchoolA,Female,19,Urban,3,3,Other,CivilService,1,2,2,No,Yes,Yes,Yes,Yes,No,4,3,5,5,15,9,9,9
SchoolA,Female,18,Urban,2,3,Other,CivilService,1,4,0,No,Yes,Yes,Yes,Yes,Yes,4,5,5,2,4,15,14,14
SchoolA,Female,18,Urban,1,1,Other,Other,2,2,0,No,Yes,Yes,No,No,No,4,4,3,3,2,11,11,11
SchoolA,Male,17,Rural,1,2,AtHome,AtHome,1,2,0,No,Yes,Yes,Yes,No,Yes,3,5,2,1,2,15,14,14
SchoolA,Female,17,Urban,2,4,AtHome,HealthCare,2,2,0,No,Yes,Yes,No,Yes,Yes,4,3,3,1,2,10,10,10
SchoolA,Female,17,Urban,2,2,CivilService,Other,2,2,0,Yes,Yes,Yes,No,Yes,Yes,4,4,4,5,6,12,12,12
SchoolA,Female,18,Rural,3,2,Other,CivilService,2,2,0,No,No,No,No,Yes,Yes,4,1,1,5,75,10,9,9
SchoolA,Male,18,Urban,4,4,Teacher,CivilService,2,1,0,No,No,Yes,Yes,Yes,No,3,2,4,3,22,9,9,9
SchoolA,Female,18,Urban,4,4,HealthCare,HealthCare,1,2,1,Yes,Yes,No,Yes,Yes,Yes,2,4,4,4,15,9,8,8
SchoolA,Male,18,Urban,4,3,Teacher,CivilService,2,1,0,No,No,Yes,Yes,Yes,No,4,2,3,1,8,10,11,10
SchoolA,Male,17,Urban,4,1,CivilService,Other,2,1,0,No,No,Yes,Yes,Yes,Yes,4,5,4,5,30,8,8,8
SchoolA,Male,17,Urban,3,2,Teacher,CivilService,1,1,1,No,No,No,No,Yes,No,4,4,4,3,19,11,9,10
SchoolA,Female,18,Rural,1,1,AtHome,Other,2,4,0,No,Yes,Yes,Yes,No,No,5,2,2,3,1,12,12,12
SchoolA,Female,18,Urban,1,1,Other,Other,2,2,0,Yes,No,No,Yes,Yes,No,5,4,4,4,4,8,9,10
SchoolA,Female,17,Urban,2,2,Other,Other,1,2,0,No,Yes,No,No,Yes,No,5,4,5,5,4,10,9,11
SchoolA,Male,17,Urban,1,1,Other,Other,1,2,0,No,No,Yes,No,Yes,No,4,3,3,4,2,12,10,11
SchoolA,Female,18,Urban,2,2,AtHome,AtHome,1,3,0,No,Yes,Yes,No,Yes,No,4,3,3,2,5,18,18,19
SchoolA,Female,17,Urban,1,1,CivilService,Teacher,1,3,0,No,Yes,Yes,No,Yes,No,4,3,3,3,6,13,12,12
SchoolA,Male,18,Urban,2,1,CivilService,CivilService,1,3,0,No,No,Yes,Yes,Yes,No,4,2,4,2,6,15,14,14
SchoolA,Male,18,Urban,4,4,Teacher,Teacher,1,2,0,No,Yes,Yes,Yes,Yes,No,5,4,3,2,9,15,13,15
SchoolA,Male,18,Urban,4,2,Teacher,Other,1,2,0,No,Yes,Yes,Yes,Yes,Yes,4,3,2,5,11,12,11,11
SchoolA,Female,17,Urban,4,3,HealthCare,CivilService,1,3,0,No,Yes,Yes,No,Yes,No,4,2,2,3,0,15,15,15
SchoolA,Female,18,Urban,2,1,CivilService,AtHome,1,2,1,No,No,No,No,Yes,Yes,5,4,3,5,12,12,12,13
SchoolA,Female,17,Rural,3,1,CivilService,Other,2,4,0,No,Yes,Yes,No,No,No,3,1,2,3,6,18,18,18
SchoolA,Male,18,Rural,3,2,CivilService,Other,2,3,0,No,Yes,Yes,Yes,Yes,No,5,4,2,4,8,14,13,14
SchoolA,Male,17,Urban,3,3,HealthCare,Other,1,1,0,No,Yes,Yes,No,Yes,No,4,4,3,5,4,14,12,11
SchoolA,Female,19,Urban,4,4,HealthCare,Other,2,2,0,No,Yes,Yes,Yes,Yes,No,2,3,4,2,0,10,9,0
SchoolA,Female,18,Urban,4,3,Other,Other,2,2,0,No,Yes,Yes,No,Yes,Yes,4,4,5,2,10,10,8,8
SchoolA,Female,18,Urban,4,3,Other,Other,1,4,0,No,Yes,Yes,No,Yes,No,4,3,3,3,0,14,13,14
SchoolA,Male,18,Urban,4,4,Teacher,Teacher,1,1,0,No,Yes,Yes,No,Yes,Yes,1,4,2,1,5,16,15,16
SchoolA,Female,18,Urban,4,4,HealthCare,Other,1,2,0,No,Yes,No,No,Yes,Yes,4,2,4,4,14,12,10,11
SchoolA,Male,17,Urban,4,4,Other,Teacher,2,1,0,No,No,Yes,No,Yes,No,4,1,1,5,0,11,11,10
SchoolA,Female,17,Urban,4,2,Other,Other,2,3,0,No,Yes,Yes,No,Yes,No,4,3,3,3,0,15,12,14
SchoolA,Female,17,Urban,3,2,HealthCare,HealthCare,1,4,0,No,Yes,Yes,Yes,Yes,No,5,2,2,5,0,17,17,18
SchoolA,Male,19,Urban,3,3,Other,Other,1,2,1,No,Yes,No,Yes,Yes,Yes,4,4,4,3,20,15,14,13
SchoolA,Female,18,Urban,2,4,CivilService,AtHome,1,2,1,No,Yes,Yes,Yes,Yes,No,4,4,3,3,8,14,12,12
SchoolA,Male,20,Urban,3,2,CivilService,Other,1,1,0,No,No,No,Yes,No,No,5,5,3,5,0,17,18,18
SchoolA,Male,19,Urban,4,4,Teacher,CivilService,2,1,1,No,Yes,Yes,No,Yes,Yes,4,3,4,4,38,8,9,8
SchoolA,Male,19,Rural,3,3,Other,CivilService,1,2,1,No,No,No,Yes,No,Yes,4,5,3,5,0,15,12,12
SchoolA,Female,19,Urban,1,1,AtHome,Other,1,2,1,Yes,Yes,No,Yes,Yes,No,4,4,3,3,18,12,10,10
SchoolA,Female,19,Urban,1,2,CivilService,CivilService,1,2,1,No,No,No,Yes,No,Yes,4,2,4,3,0,9,9,0
SchoolA,Female,19,Urban,2,1,AtHome,Other,3,2,0,No,Yes,No,No,Yes,Yes,3,4,1,2,20,14,12,13
SchoolA,Male,19,Urban,1,2,Other,CivilService,1,2,1,No,No,No,No,Yes,No,4,5,2,4,3,13,11,11
SchoolA,Female,19,Urban,3,2,CivilService,Other,2,2,1,No,Yes,Yes,No,Yes,Yes,4,2,2,1,22,13,10,11
SchoolA,Female,19,Urban,1,1,AtHome,HealthCare,1,3,2,No,No,No,No,Yes,Yes,4,1,2,3,14,15,13,13
SchoolA,Female,19,Rural,2,3,Other,Other,1,3,1,No,No,No,No,Yes,Yes,4,1,2,3,40,13,11,11
SchoolA,Female,18,Urban,2,1,CivilService,Other,2,2,0,No,Yes,Yes,Yes,Yes,No,5,3,3,1,0,8,8,0
SchoolA,Female,18,Urban,4,3,Other,Other,1,3,0,No,Yes,Yes,Yes,Yes,Yes,4,3,4,5,9,9,10,9
SchoolA,Female,17,Rural,3,4,AtHome,CivilService,1,3,0,No,Yes,Yes,Yes,Yes,No,4,3,4,5,0,11,11,10
SchoolA,Female,18,Urban,4,4,Teacher,Other,1,2,0,No,Yes,Yes,No,Yes,No,4,4,4,5,2,11,11,11
SchoolA,Female,17,Urban,4,3,CivilService,CivilService,1,2,0,No,Yes,Yes,No,Yes,Yes,5,2,2,5,23,13,13,13
SchoolA,Female,17,Urban,2,2,Other,Other,1,2,0,No,Yes,No,No,No,Yes,4,2,2,3,12,11,9,9
SchoolA,Female,17,Rural,2,2,CivilService,CivilService,1,3,0,No,Yes,Yes,Yes,Yes,No,3,3,2,3,3,11,11,11
SchoolA,Female,17,Urban,3,1,CivilService,CivilService,1,3,0,No,Yes,No,No,Yes,No,3,4,3,5,1,12,14,15
SchoolA,Female,17,Urban,0,2,AtHome,AtHome,2,3,0,No,No,No,No,Yes,No,3,3,3,2,0,16,15,15
SchoolA,Male,18,Urban,4,4,Other,Other,1,3,0,No,No,No,Yes,Yes,No,4,3,3,3,3,9,12,11
SchoolA,Male,17,Urban,3,3,Other,CivilService,1,1,0,No,No,No,Yes,Yes,No,4,3,5,5,3,14,15,16
SchoolA,Male,17,Rural,2,2,CivilService,Other,4,1,0,No,Yes,No,No,Yes,No,4,4,5,4,8,11,10,10
SchoolA,Female,17,Urban,4,4,Teacher,CivilService,1,3,0,No,Yes,Yes,Yes,Yes,No,5,4,4,4,7,10,9,9
SchoolA,Female,17,Urban,4,4,Teacher,Teacher,2,3,0,No,Yes,Yes,No,Yes,Yes,4,3,3,4,4,14,14,14
SchoolA,Male,18,Urban,2,2,Other,Other,1,4,0,No,Yes,No,Yes,Yes,No,4,5,5,5,2,9,8,8
SchoolA,Female,17,Rural,2,4,AtHome,Other,1,3,0,No,Yes,No,No,Yes,Yes,4,4,3,5,7,12,14,14
SchoolA,Female,18,Urban,3,3,CivilService,CivilService,1,2,0,No,No,No,Yes,Yes,No,5,3,4,4,0,7,0,0
SchoolA,Female,18,Urban,2,2,Other,Other,1,2,0,No,No,No,Yes,Yes,Yes,4,3,3,2,0,8,8,0
SchoolA,Female,18,Rural,2,2,AtHome,Other,2,4,0,No,No,No,Yes,No,No,4,4,4,4,0,10,9,0
SchoolA,Female,17,Urban,3,4,CivilService,Other,1,3,0,No,No,No,No,Yes,No,4,4,5,5,16,16,15,15
SchoolA,Female,19,Rural,3,1,CivilService,AtHome,1,3,1,No,No,Yes,No,No,No,5,4,3,5,12,14,13,13
SchoolA,Female,17,Urban,3,2,Other,Other,1,2,0,No,Yes,Yes,No,Yes,Yes,4,3,2,2,0,7,8,0
SchoolA,Female,18,Urban,3,3,CivilService,CivilService,1,4,0,No,Yes,No,No,Yes,No,5,3,3,1,7,16,15,17
SchoolA,Female,17,Rural,3,2,Other,Other,1,2,0,No,Yes,Yes,No,Yes,No,4,3,3,2,4,9,10,10
SchoolA,Female,19,Urban,2,1,CivilService,CivilService,1,3,1,No,No,Yes,Yes,Yes,Yes,4,3,4,3,4,11,12,11
SchoolA,Male,18,Urban,4,4,Teacher,CivilService,1,2,1,No,Yes,No,Yes,Yes,No,4,3,3,2,0,10,10,0
SchoolA,Male,18,Urban,3,4,CivilService,Other,1,2,0,No,No,No,Yes,Yes,Yes,4,3,3,5,11,16,15,15
SchoolA,Female,17,Urban,2,2,AtHome,AtHome,1,2,1,No,Yes,No,No,Yes,Yes,3,3,1,4,0,9,8,0
SchoolA,Female,18,Urban,2,3,AtHome,Other,1,3,0,No,Yes,No,No,Yes,No,4,3,3,3,4,11,10,10
SchoolA,Female,18,Urban,3,2,Other,CivilService,1,3,0,No,No,No,No,Yes,Yes,5,4,3,1,7,13,13,14
SchoolA,Male,18,Rural,4,3,Teacher,CivilService,1,3,0,No,No,No,No,Yes,Yes,5,3,2,4,9,16,15,16
SchoolA,Male,18,Urban,4,3,Teacher,Other,1,3,0,No,Yes,Yes,No,Yes,Yes,5,4,5,5,0,10,10,9
SchoolA,Female,17,Urban,4,3,HealthCare,Other,1,3,0,No,Yes,Yes,Yes,Yes,Yes,4,4,3,4,0,13,15,15
SchoolB,Male,18,Rural,3,2,Other,Other,2,1,1,No,Yes,No,No,Yes,No,2,5,5,5,10,11,13,13
SchoolB,Male,19,Rural,1,1,Other,CivilService,3,2,3,No,No,No,No,Yes,No,5,4,4,2,8,8,7,8
SchoolB,Male,17,Urban,3,3,HealthCare,Other,2,2,0,No,Yes,Yes,No,Yes,No,4,5,4,3,2,13,13,13
SchoolB,Male,18,Urban,1,3,AtHome,CivilService,1,1,1,No,No,No,No,Yes,Yes,4,3,3,3,7,8,7,8
SchoolB,Male,19,Rural,1,1,Other,Other,3,1,1,No,Yes,No,No,Yes,No,4,4,4,5,4,8,8,8
SchoolB,Male,17,Rural,4,3,CivilService,Other,2,2,0,No,Yes,Yes,Yes,Yes,Yes,4,5,5,2,4,13,11,11
SchoolB,Female,18,Urban,3,3,CivilService,CivilService,1,2,0,No,Yes,No,No,No,Yes,5,3,4,5,0,10,9,9
SchoolB,Female,17,Rural,4,4,Teacher,CivilService,2,2,0,No,Yes,Yes,Yes,Yes,No,4,3,3,5,4,12,13,13
SchoolB,Female,17,Urban,3,2,CivilService,Other,2,2,0,No,No,No,No,No,Yes,1,2,3,5,2,12,12,11
SchoolB,Male,18,Urban,1,1,Other,CivilService,2,1,0,No,No,No,No,Yes,Yes,3,3,2,3,4,10,10,10
SchoolB,Female,18,Urban,1,1,AtHome,CivilService,2,3,0,No,No,No,No,Yes,No,5,3,2,4,0,18,16,16
SchoolB,Female,18,Rural,1,4,AtHome,Other,3,2,0,No,No,No,No,No,Yes,4,3,4,5,0,13,13,13
SchoolB,Male,18,Rural,1,1,AtHome,Other,2,2,1,No,No,No,Yes,No,No,4,4,3,5,2,13,12,12
SchoolB,Female,18,Urban,3,3,CivilService,CivilService,2,2,0,No,Yes,No,No,Yes,Yes,4,3,2,3,0,11,11,10
SchoolB,Female,17,Urban,4,4,AtHome,AtHome,1,2,0,No,Yes,Yes,Yes,Yes,Yes,2,3,4,1,0,16,15,15
SchoolB,Female,17,Rural,1,2,Other,CivilService,2,2,0,No,No,No,No,No,No,3,2,2,3,0,12,11,12
SchoolB,Male,18,Rural,1,3,AtHome,Other,2,2,0,No,Yes,Yes,No,No,No,3,3,4,3,4,10,10,10
SchoolB,Male,18,Urban,4,4,Teacher,CivilService,2,3,0,No,No,Yes,No,Yes,Yes,4,2,2,5,0,13,13,13
SchoolB,Female,17,Rural,1,1,Other,CivilService,3,1,1,No,Yes,Yes,No,Yes,Yes,5,2,1,1,0,7,6,0
SchoolB,Female,18,Urban,2,3,AtHome,CivilService,2,1,0,No,Yes,Yes,No,Yes,Yes,5,2,3,4,0,11,10,10
SchoolB,Female,18,Rural,4,4,Other,Teacher,3,2,0,No,Yes,Yes,No,Yes,Yes,3,2,2,5,10,14,12,11
SchoolB,Female,19,Urban,3,2,CivilService,CivilService,2,2,2,No,No,No,Yes,No,Yes,3,2,2,3,4,7,7,9
SchoolB,Male,18,Rural,1,2,AtHome,CivilService,3,1,0,No,Yes,Yes,Yes,Yes,Yes,4,3,3,3,3,14,12,12
SchoolB,Female,17,Urban,2,2,Other,AtHome,1,3,0,No,No,No,Yes,No,Yes,3,4,3,3,8,13,11,11
SchoolB,Female,17,Rural,1,2,Other,Other,1,1,0,No,No,No,Yes,Yes,No,3,5,5,1,14,6,5,5
SchoolB,Female,18,Rural,4,4,Other,Other,2,3,0,No,No,No,No,Yes,No,5,4,4,1,0,19,18,19
SchoolB,Female,18,Rural,1,1,Other,Other,4,3,0,No,No,No,No,Yes,No,4,3,2,4,2,8,8,10
SchoolB,Female,20,Urban,4,2,HealthCare,Other,2,3,2,No,Yes,Yes,No,Yes,Yes,5,4,3,3,4,15,14,15
SchoolB,Female,18,Rural,4,4,Teacher,CivilService,1,2,0,No,No,Yes,Yes,Yes,No,5,4,3,2,4,8,9,10
SchoolB,Female,18,Urban,3,3,Other,Other,1,2,0,No,No,Yes,No,Yes,Yes,4,1,3,1,0,15,15,15
SchoolB,Female,17,Rural,3,1,AtHome,Other,1,2,0,No,Yes,Yes,Yes,Yes,No,4,5,4,1,17,10,10,10
SchoolB,Male,18,Urban,4,4,Teacher,Teacher,1,2,0,No,No,Yes,Yes,Yes,No,3,2,4,2,4,15,14,14
SchoolB,Male,18,Rural,2,1,Other,Other,2,1,0,No,No,No,Yes,Yes,Yes,4,4,3,5,5,7,6,7
SchoolB,Male,17,Urban,2,3,Other,CivilService,2,2,0,No,No,No,Yes,Yes,No,4,4,3,3,2,11,11,10
SchoolB,Male,19,Rural,1,1,Other,CivilService,2,1,1,No,No,No,No,No,No,4,3,2,5,0,6,5,0
SchoolB,Male,18,Rural,4,2,Other,Other,2,1,1,No,No,Yes,No,No,No,5,4,3,3,14,6,5,5
SchoolB,Female,18,Rural,2,2,AtHome,Other,2,3,0,No,No,Yes,No,No,No,5,3,3,4,2,10,9,10
SchoolB,Female,18,Rural,4,4,Teacher,AtHome,3,1,0,No,Yes,Yes,Yes,Yes,Yes,4,4,3,5,7,6,5,6
SchoolB,Female,19,Rural,2,3,CivilService,Other,1,3,1,No,No,No,Yes,Yes,No,5,4,2,5,0,7,5,0
SchoolB,Female,18,Urban,3,1,Teacher,CivilService,1,2,0,No,Yes,Yes,No,Yes,No,4,3,4,1,0,7,9,8
SchoolB,Female,18,Urban,1,1,Other,Other,2,2,1,No,No,No,Yes,No,No,1,1,1,5,0,6,5,0
SchoolB,Male,20,Urban,2,2,CivilService,CivilService,1,2,2,No,Yes,Yes,No,No,No,5,5,4,4,11,9,9,9
SchoolB,Male,17,Urban,3,1,CivilService,CivilService,2,1,0,No,No,No,No,Yes,No,2,4,5,2,3,14,16,16
SchoolB,Male,21,Rural,1,1,Other,Other,1,1,3,No,No,No,No,No,No,5,5,3,3,3,10,8,7
SchoolB,Male,18,Rural,3,2,CivilService,Other,3,1,0,No,No,No,No,Yes,No,4,4,1,5,0,11,12,10
SchoolB,Male,19,Urban,1,1,Other,AtHome,1,1,0,No,No,No,No,Yes,No,3,2,3,5,5,8,9,9
